,dataset,target,target_name,avg_precision,precision_folds,avg_recall,recall_folds,avg_f1,f1_folds,avg_geometric_mean,geometric_mean_folds,avg_specificity,specificity_folds,learner
17,anuran,target2,Genus,0.9710050861153524,"[0.9857180600058469, 0.9505211645903352, 0.979383116449219, 0.966084379077178, 0.9733187104541824]",0.9411702908486618,"[0.9293081710312687, 0.9550678518967319, 0.9419511011572372, 0.9279702693146702, 0.9515540608434008]",0.9542637984194512,"[0.953551844288281, 0.950459005348222, 0.959238883538323, 0.9460584970272818, 0.9620107618951479]",0.9381705765226088,"[0.9237195357949759, 0.9536685125080284, 0.9387716426648, 0.9241433768156578, 0.9505498148295817]",0.9971097434358178,"[0.9968840460891133, 0.9970819376798106, 0.9971033790403387, 0.9971876296745534, 0.997291724695273]",KNeighborsClassifier
18,telco,target1,Churn,0.6941998783606748,"[0.683956558868067, 0.7128050065567628, 0.7092898117783752, 0.6753067600594623, 0.689641254540706]",0.6657002802100217,"[0.6669923141431869, 0.6760310507722742, 0.6760683372636785, 0.6414780699078875, 0.6679316289630813]",0.6755967906000089,"[0.6742496250765688, 0.6874641204959508, 0.6882104898336414, 0.651629366568391, 0.6764303510254928]",0.6306115749743842,"[0.6333857578288358, 0.6439692014796987, 0.6414143229746436, 0.5971730307222295, 0.6371155618665136]",0.6657002802100217,"[0.6669923141431869, 0.6760310507722742, 0.6760683372636785, 0.6414780699078875, 0.6679316289630813]",KNeighborsClassifier
19,telco,target3,PaymentMethod,0.3908648283607722,"[0.3771277248849739, 0.38063922972413977, 0.3967699415532858, 0.4071534436645886, 0.3926338019768729]",0.3814417528717508,"[0.36914514315668884, 0.3729638048378258, 0.38752497632977373, 0.39836157036067005, 0.379213269673796]",0.3836545210063921,"[0.3708659124724232, 0.3749480181429587, 0.38916130227862816, 0.40143669750225963, 0.3818606746356905]",0.3693775053562301,"[0.35677204246805294, 0.361730444123157, 0.376435261110181, 0.3858176224296086, 0.3661321566501512]",0.7979995582116547,"[0.7929349355535178, 0.7942273051543501, 0.7996140726225075, 0.8038220403460911, 0.7993994373818066]",KNeighborsClassifier
20,telco,target2,Contract,0.6057036341087124,"[0.5985969775478062, 0.5907261963016321, 0.6197295613843647, 0.6314099250773798, 0.5880555102323793]",0.5837181956318569,"[0.5821993757905736, 0.5691073513113057, 0.5946222764404583, 0.5953971242963445, 0.5772648503206025]",0.5898332977826026,"[0.588409053002478, 0.5753705404711426, 0.6021854329653376, 0.6062166122808532, 0.5769848501932014]",0.5261020447530356,"[0.5381840683822099, 0.504623836111579, 0.5446495237921032, 0.5364761974715628, 0.5065765980077229]",0.8174720029865525,"[0.8174399118889135, 0.8121533550681349, 0.8216409336379079, 0.8239086752380261, 0.8122171390997807]",KNeighborsClassifier
21,paris,target1,category,0.487865530945747,"[0.4572474764135383, 0.5208333333333334, 0.4725852446683812, 0.5057388291344835, 0.48292277117899896]",0.4984488690820111,"[0.49564578555045874, 0.5022505746026756, 0.4963683473778866, 0.5005220749029728, 0.4974575629760619]",0.4725291210066082,"[0.4663630522877517, 0.4787065283709579, 0.47089688834655274, 0.47315756757986016, 0.4735215684479187]",0.0984315510960673,"[0.062104540176628455, 0.12551502786013086, 0.08947028454580322, 0.10624800453681438, 0.10881989836095982]",0.4984488690820111,"[0.49564578555045874, 0.5022505746026756, 0.4963683473778866, 0.5005220749029728, 0.4974575629760619]",KNeighborsClassifier
22,paris,target3,hasStorageRoom,0.5168712225752266,"[0.5081326844262295, 0.5095030095030095, 0.5223997855637603, 0.5263221153846154, 0.517998517998518]",0.5168649418727529,"[0.5081358185215993, 0.5095033421203163, 0.5224017348441201, 0.5262851518897704, 0.517998661987958]",0.5167884986274136,"[0.5081280218164987, 0.5094969343558398, 0.5223995845126437, 0.5259198804597978, 0.5179980719922881]",0.5167516016376235,"[0.5079999995113414, 0.5095030376361194, 0.5223656321567648, 0.5258908689037824, 0.5179984699801092]",0.5168649418727529,"[0.5081358185215993, 0.5095033421203163, 0.5224017348441201, 0.5262851518897704, 0.517998661987958]",KNeighborsClassifier
23,paris,target2,isNewBuilt,0.5046152796797061,"[0.5071608407283323, 0.5104373757455268, 0.5131512027904257, 0.4892147799534975, 0.5031121991807476]",0.5046131208229461,"[0.5071570306124081, 0.5104416047476937, 0.5131368407578085, 0.48921568627450984, 0.5031144417223103]",0.5044508162593893,"[0.5069758418162491, 0.5104107723632632, 0.5129176830884421, 0.48899948899948903, 0.502950295029503]",0.5044937046198908,"[0.5069881786885365, 0.5104340304276779, 0.5128516677142787, 0.4890968066492663, 0.503097839619695]",0.5046131208229461,"[0.5071570306124081, 0.5104416047476937, 0.5131368407578085, 0.48921568627450984, 0.5031144417223103]",KNeighborsClassifier
24,smoking,target1,smoking,0.6621555108964109,"[0.6631583223680788, 0.651249081788331, 0.6700953224474935, 0.6656479125687573, 0.6606269153093938]",0.6568739905129887,"[0.6565376889356136, 0.649309720691482, 0.6642903263153176, 0.6603422605509797, 0.6538899560715501]",0.6589416831526103,"[0.6590590829104506, 0.6501945539129355, 0.6666286705266763, 0.6624891050153175, 0.6563370033976714]",0.6463628570137641,"[0.6448544461733599, 0.6406666510918713, 0.653772328837944, 0.6499681479222672, 0.6425527110433776]",0.6568739905129887,"[0.6565376889356136, 0.649309720691482, 0.6642903263153176, 0.6603422605509797, 0.6538899560715501]",KNeighborsClassifier
25,smoking,target3,dental caries,0.5119905236845069,"[0.5279558655139434, 0.5147009122349303, 0.5076117438333428, 0.5072797252556187, 0.5024043715846995]",0.5048610533935377,"[0.5111809853535701, 0.5063034961673016, 0.5028412277094471, 0.5029554650076695, 0.5010240927297002]",0.4867424128742936,"[0.49525456123274947, 0.4899479265776827, 0.48128377983276105, 0.4836661516601946, 0.48355964506808014]",0.2746326843137751,"[0.2890361043535121, 0.2857484635073241, 0.2600471929442518, 0.2708402943029792, 0.26749136646080823]",0.5048610533935377,"[0.5111809853535701, 0.5063034961673016, 0.5028412277094471, 0.5029554650076695, 0.5010240927297002]",KNeighborsClassifier
26,smoking,target2,tartar,0.5171676416597698,"[0.5165962590760813, 0.5177098458530962, 0.5245715321647213, 0.5173337408265059, 0.5096268303784446]",0.5166554233468774,"[0.516094959436611, 0.5172527188006631, 0.5236869248956726, 0.5169484014736963, 0.5092941121277438]",0.5157396343998641,"[0.5151870113011734, 0.5165597841523211, 0.5224279760519054, 0.5164559541389117, 0.5080674463550094]",0.5067881616873022,"[0.5060419817769335, 0.5083735596125312, 0.5130572142146922, 0.5086420749625292, 0.49782597786982485]",0.5166554233468774,"[0.516094959436611, 0.5172527188006631, 0.5236869248956726, 0.5169484014736963, 0.5092941121277438]",KNeighborsClassifier
27,flight,target1,satisfaction,0.7462583804041596,"[0.7473941683374692, 0.7448887632461357, 0.7461182817389255, 0.7440168195981247, 0.7488738691001426]",0.7403153021181509,"[0.7407858676006382, 0.7398035783337331, 0.7395985641859245, 0.7381990035434878, 0.7431894969269703]",0.7422772144547868,"[0.7429184349863707, 0.7415913284736876, 0.7416835112990232, 0.740157591335878, 0.7450352061789745]",0.7370318546415882,"[0.7372045745100145, 0.7368721314835331, 0.7360348375824025, 0.7348909288134066, 0.7401568008185838]",0.7403153021181509,"[0.7407858676006382, 0.7398035783337331, 0.7395985641859245, 0.7381990035434878, 0.7431894969269703]",KNeighborsClassifier
28,flight,target3,Class,0.495332289582774,"[0.5183794234908731, 0.4995613977696208, 0.47837880113864206, 0.4843505547273359, 0.49599127078739813]",0.4869960488322135,"[0.48846206951278326, 0.48776538464173647, 0.48480986387323854, 0.48700408088308356, 0.48693884525022596]",0.4727965043912466,"[0.47636011280071394, 0.47380184732362673, 0.4698621414445636, 0.47130222863174015, 0.47265619175558865]",0.1694185029143877,"[0.20006157821940612, 0.18219828006022046, 0.14970165524051257, 0.152378638838047, 0.16275236221375253]",0.7989467360194237,"[0.7991734371184035, 0.7987937589780173, 0.7981148794926286, 0.7991186741391137, 0.799532930368955]",KNeighborsClassifier
29,flight,target2,Customer Type,0.7149982941711994,"[0.7154919939071367, 0.7129805062530379, 0.7206026581507631, 0.7132374883264099, 0.7126788242186496]",0.664225221935314,"[0.6616183612135994, 0.6610241390574352, 0.6694658927845898, 0.665471057225079, 0.663546659395866]",0.682761997039272,"[0.6809008221161249, 0.6797448166319606, 0.6882065351252283, 0.6832909564043919, 0.6816668549186541]",0.6093315542903216,"[0.6044094139029303, 0.6042651141020747, 0.6174538931104593, 0.6118787247827318, 0.6086506255534117]",0.664225221935314,"[0.6616183612135994, 0.6610241390574352, 0.6694658927845898, 0.665471057225079, 0.663546659395866]",KNeighborsClassifier
0,imdb,target1,imdb_score,0.6689526128105778,"[0.5723498172287744, 0.692150669708136, 0.5427506213753107, 0.7444387697196686, 0.7930731860209997]",0.5476549516284023,"[0.5264502307185234, 0.5478119955609363, 0.5209398324813401, 0.5426465917031955, 0.6004261076780161]",0.5615004121103426,"[0.5430636540330418, 0.5738577951269833, 0.5281512980628026, 0.5606928611816027, 0.6017364521472824]",0.1791329076120831,"[0.0, 0.38346371206956426, 0.0, 0.21058543907679889, 0.3016153869140523]",0.7540161976177715,"[0.7416276929210336, 0.7625028482722763, 0.7434621750455163, 0.7508901084525167, 0.7715981633975146]",LinearDiscriminantAnalysis
1,imdb,target3,gross,0.7690498232673686,"[0.7527737226277372, 0.7879842542364746, 0.7491555145362252, 0.7581847997969662, 0.7971508251394399]",0.7257300207777704,"[0.7150080325337017, 0.7355652938774229, 0.7159991038709574, 0.7193273408736608, 0.7427503327331089]",0.7380865881616276,"[0.7251273193083131, 0.7495516130201769, 0.7265134099616859, 0.7322097753552034, 0.7570308231627596]",0.7041335326012312,"[0.6939481082881386, 0.7126604375986627, 0.6963489253692607, 0.6972223049968785, 0.7204878867532158]",0.7257300207777704,"[0.7150080325337017, 0.7355652938774229, 0.7159991038709574, 0.7193273408736608, 0.7427503327331089]",LinearDiscriminantAnalysis
2,imdb,target2,content_rating,0.3942800483720754,"[0.43744445354318684, 0.42118535532441903, 0.33955828582223807, 0.36146873188514866, 0.41174341528538455]",0.4317958253538297,"[0.48421149815144915, 0.4240929431457097, 0.377696696450948, 0.4101553710260101, 0.4628226179950317]",0.3870208338467761,"[0.42782279378834925, 0.41073095156112427, 0.33095761398775003, 0.35446077172843676, 0.4111320381682203]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.9109070207323836,"[0.9156210840825633, 0.9108833819797137, 0.9040665460514917, 0.9135738693293698, 0.9103902222187799]",LinearDiscriminantAnalysis
3,mushroom,target1,Class,0.9994258382810092,"[1.0, 0.9992846924177397, 0.9992805755395684, 0.9992927864214993, 0.999271137026239]",0.9990759561273468,"[1.0, 0.9988399071925754, 0.9988505747126437, 0.9988179669030732, 0.9988713318284425]",0.9992501565668436,"[1.0, 0.9990613701003561, 0.9990646548046006, 0.9990544269819135, 0.9990703309473477]",0.9990754217007436,"[1.0, 0.9988392335031453, 0.9988499133630073, 0.9988172674749604, 0.9988706941626053]",0.9990759561273468,"[1.0, 0.9988399071925754, 0.9988505747126437, 0.9988179669030732, 0.9988713318284425]",LinearDiscriminantAnalysis
4,mushroom,target3,habitat,0.7389398245480353,"[0.7348975749655517, 0.735713974246193, 0.7392672218447097, 0.74362623624227, 0.7411941154414522]",0.8581943368883606,"[0.8666543748224221, 0.8647383417563602, 0.8523472371863937, 0.8610661884499645, 0.846165542226662]",0.729431456951908,"[0.7293264067110291, 0.730396510501036, 0.7295283275577668, 0.7352016265594846, 0.7227044134302232]",0.8229151410378946,"[0.8283232418302346, 0.8298112219197002, 0.8164636632893001, 0.8276176909388777, 0.8123598872113602]",0.9501320217697884,"[0.9478583290870671, 0.9513344854221303, 0.9503710981880394, 0.9508835221873423, 0.9502126739643632]",LinearDiscriminantAnalysis
5,mushroom,target2,population,0.5810926155021977,"[0.5969982455847335, 0.5637410976519724, 0.5921997859677273, 0.5632966218244596, 0.5892273264820959]",0.7038796505657052,"[0.7226980964549105, 0.6945498092657675, 0.7136149105260153, 0.6903485207695734, 0.6981869158122594]",0.592301878640162,"[0.5975641243706328, 0.5823239142492159, 0.5990332573274436, 0.568508186484431, 0.6140799107690865]",0.600003391754939,"[0.5849860455072976, 0.6024953385872365, 0.6067313179449116, 0.5797538452904566, 0.6260504114447925]",0.8859370732454529,"[0.8897747762666515, 0.8832385107654512, 0.8881293601777913, 0.882415774800685, 0.8861269442166853]",LinearDiscriminantAnalysis
6,census,target1,income,0.7891761670223494,"[0.7927341310476479, 0.7910831689276292, 0.7807907449287494, 0.7912613610592607, 0.7900114291484597]",0.7447743984858568,"[0.753841421024312, 0.7467883590233431, 0.7348347300832355, 0.7430827799120483, 0.7453247023863452]",0.7621634106019859,"[0.7696101967327751, 0.7643752845116134, 0.7524330534847126, 0.7617014933735992, 0.7626970249072289]",0.7226012600472338,"[0.7347220486591393, 0.7247368682103704, 0.7104077903869177, 0.7196161922781669, 0.7235234007015748]",0.7447743984858568,"[0.753841421024312, 0.7467883590233431, 0.7348347300832355, 0.7430827799120483, 0.7453247023863452]",LinearDiscriminantAnalysis
7,census,target3,workclass,0.3546557287690241,"[0.354945037085618, 0.3346114771898846, 0.36443731578689537, 0.3471605907504452, 0.37212422303227755]",0.2315209960879351,"[0.22400083304990684, 0.23666593890494217, 0.21961952221778994, 0.2454155184015263, 0.23190316786551057]",0.2422430763519238,"[0.24266545831267614, 0.23078772858761212, 0.2388809964606402, 0.24458455045066033, 0.25429664794803014]",0.0495688561408458,"[0.0, 0.11818346281599283, 0.0, 0.12966081788823647, 0.0]",0.8817753800214122,"[0.8806321186331586, 0.8804180657301057, 0.881742920381938, 0.8818277876858254, 0.8842560076760336]",LinearDiscriminantAnalysis
8,census,target2,marital-status,0.4567885777168682,"[0.4600354059346162, 0.45077346356595654, 0.4648855481557355, 0.4606360484962722, 0.4476124224317604]",0.4809055634762049,"[0.4609551348411827, 0.4893705855956946, 0.5018579800648479, 0.4888674043140286, 0.4634767125652706]",0.4463637156787364,"[0.4531413270438545, 0.441007717158538, 0.45418719291820137, 0.4547982814618818, 0.42868405981120655]",0.375114800911708,"[0.33965890877168914, 0.38267041837871685, 0.4140209615048614, 0.3960603376233486, 0.34316337827992394]",0.9653071674352842,"[0.9668632175426437, 0.9651745588536308, 0.9648285153741002, 0.9658135473855799, 0.9638559980204668]",LinearDiscriminantAnalysis
9,bank,target1,y,0.7689182630581286,"[0.7523443870617015, 0.7817204301075269, 0.8065492957746478, 0.7514245014245013, 0.7525527009222661]",0.7255388328921331,"[0.7251902610593979, 0.7264205295628586, 0.7214590964590964, 0.7337490343229225, 0.7208752430563891]",0.7437837057267511,"[0.7377057057057057, 0.7496197604989274, 0.7544515407481531, 0.7420568442358161, 0.7350846774451532]",0.6880850093627247,"[0.6865141357107435, 0.6880681925349538, 0.6770407730589114, 0.7047225877004896, 0.6840793578085257]",0.7255388328921331,"[0.7251902610593979, 0.7264205295628586, 0.7214590964590964, 0.7337490343229225, 0.7208752430563891]",LinearDiscriminantAnalysis
10,bank,target3,housing,0.5395558289589164,"[0.5458631256384066, 0.5689351378958121, 0.5271312403761723, 0.5370228229452753, 0.5188268179389156]",0.5329299190497967,"[0.5378296402392788, 0.556759882253995, 0.5225274725274724, 0.5330315870570108, 0.514501013171226]",0.5197547887881894,"[0.5238297302126139, 0.5426348824786325, 0.5096104507869214, 0.5285988505136924, 0.49410002994908647]",0.4898848431187437,"[0.495493211479185, 0.5162518569603121, 0.4792393240024546, 0.5041133661290355, 0.454326457022731]",0.5329299190497967,"[0.5378296402392788, 0.556759882253995, 0.5225274725274724, 0.5330315870570108, 0.514501013171226]",LinearDiscriminantAnalysis
11,bank,target2,loan,0.4345939106289292,"[0.4166666666666667, 0.42071197411003236, 0.42949756888168555, 0.49428104575163395, 0.41181229773462785]",0.4997365150234495,"[0.5, 0.5, 0.4990583804143126, 0.49962419470293484, 0.5]",0.4565058581231984,"[0.45454545454545453, 0.45694200351493847, 0.4616724738675958, 0.45772783251231525, 0.45164152617568765]",0.0189751749812505,"[0.0, 0.0, 0.0, 0.0948758749062527, 0.0]",0.4997365150234495,"[0.5, 0.5, 0.4990583804143126, 0.49962419470293484, 0.5]",LinearDiscriminantAnalysis
12,intention,target1,Revenue,0.8154916645286037,"[0.8272096002157352, 0.7982089138492181, 0.827793444868222, 0.7836892005829373, 0.8405571631269062]",0.6508459500638659,"[0.639812443369001, 0.6491864030694794, 0.678161743989785, 0.6379561042896476, 0.6491130556014162]",0.6897620045419501,"[0.6795668581538841, 0.6861743608360392, 0.7199704381163536, 0.6735771102847216, 0.6895212553187521]",0.5611916213663575,"[0.5393939645384541, 0.561192940415413, 0.6082683704891721, 0.5414361208092322, 0.5556667105795158]",0.6508459500638659,"[0.639812443369001, 0.6491864030694794, 0.678161743989785, 0.6379561042896476, 0.6491130556014162]",LinearDiscriminantAnalysis
13,intention,target3,SpecialDay,0.2676280790408953,"[0.277762265144794, 0.2496926787971564, 0.25133562014246197, 0.27218175938251254, 0.2871680717375517]",0.2238665401757014,"[0.22330687950613304, 0.2341328370477224, 0.21768330696474944, 0.23194737029735105, 0.21226230706255103]",0.2307629095035663,"[0.229862235699644, 0.23664069293649573, 0.22641189910831702, 0.23723306400315913, 0.22366665577021563]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.851895781046401,"[0.8484683305185992, 0.8518779112925882, 0.8527463831304947, 0.8497337638714765, 0.8566525164188468]",LinearDiscriminantAnalysis
14,intention,target2,VisitorType,0.6777664182571036,"[0.7787784679089027, 0.6473509209432559, 0.6680037239521432, 0.6613135096281164, 0.6333854688531]",0.5102145227313888,"[0.5092482698557915, 0.5102175786037594, 0.5117624461561078, 0.5124306533381143, 0.5074136657031708]",0.4858339466031683,"[0.480740548302437, 0.48931634074057234, 0.4883519585588732, 0.4921058612253629, 0.4786550241885962]",0.1568794104139299,"[0.14111758486778755, 0.1597108068824345, 0.16931004662406726, 0.17437351969455978, 0.13988509400080085]",0.5102145227313888,"[0.5092482698557915, 0.5102175786037594, 0.5117624461561078, 0.5124306533381143, 0.5074136657031708]",LinearDiscriminantAnalysis
15,anuran,target1,Family,0.7189660615300746,"[0.7162046309280401, 0.6751328152441166, 0.782824936298341, 0.6938880118591533, 0.7267799133207216]",0.7342695296635264,"[0.7247890161707836, 0.7138399325258142, 0.7332332885509129, 0.7288553660973065, 0.7706300449728154]",0.7155294455244461,"[0.7070877877708015, 0.6878796905428988, 0.7295565369406074, 0.7081380790996772, 0.7449851332682449]",0.5848599139571198,"[0.553056466128411, 0.5394347501157534, 0.581754863773189, 0.562916659537004, 0.6871368302312411]",0.968081294530889,"[0.9681413196605322, 0.9620330535777858, 0.9690653379743845, 0.9713873502671226, 0.9697794111746196]",LinearDiscriminantAnalysis
16,anuran,target3,Species,0.8626541815243052,"[0.8800501967837017, 0.8562174193083688, 0.8708279311308683, 0.8181377453135241, 0.8880376150850624]",0.8676366931411821,"[0.8580496184038686, 0.8869681655769677, 0.8614145816505971, 0.8443015435188593, 0.8874495565556169]",0.8574846328374364,"[0.8601328559636434, 0.867720662413736, 0.8601020366510946, 0.8200956265333401, 0.8793719826253676]",0.8475655889422773,"[0.8276911070095312, 0.8793166015506935, 0.8443496231979503, 0.8078404216180315, 0.8786301913351803]",0.9933962384225192,"[0.993775991743688, 0.9929245372897085, 0.9932313322700521, 0.9933877472695315, 0.9936615835396159]",LinearDiscriminantAnalysis
17,anuran,target2,Genus,0.8063472167671352,"[0.823653507556297, 0.7912052576414408, 0.8332311203237104, 0.7653571735793341, 0.8182890247348936]",0.8381315208919684,"[0.8172637693133703, 0.8566656924837888, 0.8505338157301194, 0.8027903957859592, 0.8634039311466037]",0.8150176003658345,"[0.8086973350408702, 0.820894807432613, 0.8383200122289309, 0.7735371299676224, 0.8336387171591357]",0.8131831250007092,"[0.7734395657632597, 0.8530136489508313, 0.8363997702897629, 0.749954482579089, 0.8531081574206034]",0.9883790710587296,"[0.988327217057544, 0.9868975631965802, 0.9891079441916774, 0.9882589575719809, 0.9893036732758649]",LinearDiscriminantAnalysis
18,telco,target1,Churn,0.7397847832042406,"[0.755327671336059, 0.7648519808120507, 0.7396295501168837, 0.7124489554785145, 0.7266657582776945]",0.7113918581855844,"[0.7305425632779157, 0.7145648557751676, 0.7146315668590444, 0.6873767258382644, 0.7098435791775293]",0.7221958448859048,"[0.7413127646702965, 0.7304968487924127, 0.7250081726054267, 0.6970138451750592, 0.717147593186329]",0.6879476744014429,"[0.7090186774640275, 0.6869441897805945, 0.692358056690492, 0.6613446346937913, 0.6900728133783094]",0.7113918581855844,"[0.7305425632779157, 0.7145648557751676, 0.7146315668590444, 0.6873767258382644, 0.7098435791775293]",LinearDiscriminantAnalysis
19,telco,target3,PaymentMethod,0.4327495866368364,"[0.45019075976107226, 0.43006463623999036, 0.4462430415213177, 0.43116765194682405, 0.40608184371497735]",0.4378039928044474,"[0.45354140213577393, 0.4332357871418675, 0.4493689547640345, 0.4408892250189925, 0.4119845949615686]",0.4273869404251339,"[0.44152657818893426, 0.42336058150357103, 0.43808157892913313, 0.42869459241211494, 0.40527137109191647]",0.3875492340204514,"[0.4029849352670382, 0.3812053302696855, 0.40489198905721346, 0.38441754009796136, 0.3642463754103583]",0.8194721792558479,"[0.8233168673418578, 0.8186474312007623, 0.8207850135216583, 0.8214044013137971, 0.8132071829011642]",LinearDiscriminantAnalysis
20,telco,target2,Contract,0.6640189928055963,"[0.66317536174167, 0.6465713391014491, 0.6780006823775198, 0.6738917441076527, 0.65845583669969]",0.6589303078106835,"[0.6585997222680526, 0.6403427798118968, 0.6709334600638949, 0.6667245098467435, 0.6580510670628298]",0.6576861455502174,"[0.6579275592420167, 0.6417398513457223, 0.6701653450418567, 0.6645489905419556, 0.6540489815795364]",0.6078399603188472,"[0.6096312286725754, 0.5854405786259784, 0.621888977275799, 0.6101096901018559, 0.6121293269180277]",0.857484931213256,"[0.8570712508764684, 0.8489241259624561, 0.8650649290574445, 0.8630625291319873, 0.8533018210379231]",LinearDiscriminantAnalysis
21,paris,target1,category,0.6564979697068939,"[0.6579746835443038, 0.63849043715847, 0.675284031918365, 0.6687268689859364, 0.6420138269273943]",0.5334410626676143,"[0.5174706135321101, 0.5295581538910111, 0.5136945981774527, 0.5498981023617049, 0.5565838453757921]",0.5317334848228376,"[0.5043247189817797, 0.5282844101612238, 0.49737035156603726, 0.5594176123218937, 0.569270331083253]",0.2756723975968227,"[0.20645536411983392, 0.272840764937314, 0.17987067360869036, 0.3449799819479038, 0.3742152033703715]",0.5334410626676143,"[0.5174706135321101, 0.5295581538910111, 0.5136945981774527, 0.5498981023617049, 0.5565838453757921]",LinearDiscriminantAnalysis
22,paris,target3,hasStorageRoom,0.5088224504058447,"[0.5114128589584759, 0.5018283974687459, 0.5232233226737868, 0.49770315734989645, 0.5099445155783184]",0.5088079216215986,"[0.5114064616096068, 0.5018090651263445, 0.5231939376480379, 0.4977275546007017, 0.5099025891233021]",0.5080555484435267,"[0.5114014667968261, 0.5003246386312202, 0.5231393741517023, 0.4959793582003557, 0.5094329044375299]",0.5073850216173758,"[0.511047927649614, 0.4991582611987004, 0.5228441275287626, 0.49500709719876773, 0.5088676945110336]",0.5088079216215986,"[0.5114064616096068, 0.5018090651263445, 0.5231939376480379, 0.4977275546007017, 0.5099025891233021]",LinearDiscriminantAnalysis
23,paris,target2,isNewBuilt,0.5120545797833232,"[0.5174888685280739, 0.517180148012651, 0.5077531901146826, 0.4994281419515064, 0.5184225503097024]",0.5119946373886055,"[0.5174105071130243, 0.5170260084697351, 0.5077284946236559, 0.49943977591036415, 0.5183684008262478]",0.5105113585603089,"[0.5166210308882164, 0.5153000933347754, 0.5072041993206422, 0.4960628656555801, 0.5173686036023307]",0.5099158767656098,"[0.5162783960684812, 0.5147123795049274, 0.5069244975699627, 0.4942243448892744, 0.517439765795403]",0.5119946373886055,"[0.5174105071130243, 0.5170260084697351, 0.5077284946236559, 0.49943977591036415, 0.5183684008262478]",LinearDiscriminantAnalysis
24,smoking,target1,smoking,0.7262766309245012,"[0.7276129512971619, 0.7196556585191622, 0.7291365864588236, 0.7269903502606454, 0.7279876080867129]",0.7413705761984157,"[0.7424371507508603, 0.73518095380175, 0.7451986082644959, 0.7424783512722615, 0.7415578169027109]",0.7279361279158717,"[0.729753376391151, 0.7209437066008784, 0.7309164452150131, 0.728731820115875, 0.7293352912564411]",0.7411612739704146,"[0.7423312429543382, 0.7349320385122909, 0.7449489070329812, 0.7422666191918941, 0.7413275621605688]",0.7413705761984157,"[0.7424371507508603, 0.73518095380175, 0.7451986082644959, 0.7424783512722615, 0.7415578169027109]",LinearDiscriminantAnalysis
25,smoking,target3,dental caries,0.5182404434078234,"[0.519128213764455, 0.8927048260381594, 0.39157032214614435, 0.3915141991244809, 0.3962846559658772]",0.5000197335236785,"[0.5000514173224544, 0.5002613695765813, 0.49992834623101173, 0.49992833596101477, 0.49992919852732937]",0.4404151065789657,"[0.44124189586629886, 0.44042691663060507, 0.43916409643104426, 0.43912879264761423, 0.4421138313192661]",0.0091758071345075,"[0.023015546149663727, 0.02286348952287406, 0.0, 0.0, 0.0]",0.5000197335236785,"[0.5000514173224544, 0.5002613695765813, 0.49992834623101173, 0.49992833596101477, 0.49992919852732937]",LinearDiscriminantAnalysis
26,smoking,target2,tartar,0.5567082062422924,"[0.5551814056889018, 0.5731039249465986, 0.5517701254016549, 0.5470169925774586, 0.5564685825968486]",0.5285085455431128,"[0.5277879574045635, 0.534284957771928, 0.5254944756580244, 0.5258779283967487, 0.5290974084842989]",0.4805044514229649,"[0.47955975624304115, 0.4824965369716584, 0.4737925517553693, 0.4838802508496247, 0.48279316129513083]",0.3955866455109406,"[0.3937804143126185, 0.3924747975032047, 0.38707696752003506, 0.40534525622322437, 0.39925579199561984]",0.5285085455431128,"[0.5277879574045635, 0.534284957771928, 0.5254944756580244, 0.5258779283967487, 0.5290974084842989]",LinearDiscriminantAnalysis
27,flight,target1,satisfaction,0.8513920403480718,"[0.8505131185260324, 0.8484096720334966, 0.8540413625771, 0.8502919563671275, 0.8537040922366019]",0.8500739209980986,"[0.8497680025526702, 0.846961083893451, 0.8520126312754137, 0.849404682856777, 0.8522232044121807]",0.8506883852424927,"[0.8501275049461519, 0.8476387717543861, 0.8529370347335008, 0.8498303706673918, 0.8529082441110333]",0.8496637622354608,"[0.8494355919507951, 0.8465063741641835, 0.8515067510645264, 0.8490451809262892, 0.8518249130715095]",0.8500739209980986,"[0.8497680025526702, 0.846961083893451, 0.8520126312754137, 0.849404682856777, 0.8522232044121807]",LinearDiscriminantAnalysis
28,flight,target3,Class,0.5184219544143757,"[0.5184681250532335, 0.5186669039678744, 0.5194217272189773, 0.5174441098309508, 0.5181089060008424]",0.5589099956498472,"[0.5579560252689766, 0.5599850272789096, 0.5598099399935326, 0.5592941949833404, 0.557504790724477]",0.5378999409409081,"[0.5374833319558349, 0.5385268662708654, 0.5388509788729562, 0.5375531680683215, 0.5370853595365624]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8625249637065833,"[0.8623133844655192, 0.8627770928340256, 0.8634554088638463, 0.8619917234003666, 0.8620872089691591]",LinearDiscriminantAnalysis
