,dataset,target,avg_precision,avg_recall,avg_specificity,avg_f1,avg_geometric_mean
53,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
54,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
55,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
56,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
57,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
58,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
59,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
60,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
61,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
62,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
63,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
64,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
65,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
66,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
67,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
68,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
69,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
70,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
71,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
72,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
73,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
74,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
75,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
76,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
77,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
78,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
79,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
80,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
81,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
82,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
83,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
84,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
85,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
86,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
87,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
88,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
89,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
90,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
91,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
92,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
93,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
94,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
95,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
96,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
97,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
98,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
99,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
100,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
101,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
102,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
103,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
104,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
105,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
106,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
107,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
108,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
109,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
110,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
111,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
112,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
113,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
114,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
115,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
116,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
117,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
118,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
119,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
120,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
121,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
122,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
123,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
124,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
125,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
126,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
127,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
128,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
129,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
130,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
131,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
132,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
133,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
134,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
135,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
136,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
137,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
138,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
139,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
140,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
141,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
142,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
143,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
144,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
145,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
146,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
147,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
148,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
149,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
150,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
151,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
152,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
153,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
154,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
155,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
156,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
157,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
158,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
159,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
160,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
161,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
162,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
163,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
164,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
165,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
166,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
167,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
168,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
169,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
170,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
171,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
172,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
173,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
174,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
175,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
176,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
177,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
178,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
179,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
180,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
181,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
182,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
183,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
184,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
185,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
186,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
187,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
188,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
189,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
190,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
191,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
192,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
193,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
194,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
195,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
196,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
197,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
198,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
199,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
200,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
201,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
202,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
203,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
204,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
205,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
206,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
207,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
208,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
209,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
210,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
211,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
212,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
213,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
214,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
215,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
216,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
217,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
218,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
219,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
220,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
221,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
222,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
223,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
224,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
225,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
226,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
227,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
228,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
229,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
230,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
231,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
232,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
233,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
234,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
235,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
236,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
237,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
238,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
239,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
240,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
241,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
242,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
243,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
244,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
245,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
246,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
247,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
248,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
249,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
250,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
251,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
252,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
253,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
254,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
255,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
256,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
257,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
258,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
259,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
260,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
261,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
262,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
263,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
264,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
265,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
266,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
267,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
