,dataset,target,avg_precision,avg_recall,avg_specificity,avg_f1,avg_geometric_mean
268,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
269,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
270,anuran,target1,0.70187000800772,0.8680643247179635,0.941571230357338,0.7371351016522361,0.8640289065867643
271,anuran,target2,0.7476054652678317,0.7992488279782588,0.9768843704874876,0.7481047017392137,0.7749282331110198
272,anuran,target3,0.8218534252854137,0.8255411863879754,0.9900670092574464,0.810947250310182,0.8089176362940134
273,bank,target1,0.6818580292693384,0.7235464622689248,0.7235464622689248,0.698055059257509,0.6998476737861198
274,bank,target2,0.4816898704871281,0.4750562214815148,0.4750562214815148,0.3755118074955259,0.4448535375611971
275,bank,target3,0.5166327875093408,0.507044900600055,0.507044900600055,0.4374894317313137,0.3285251820079813
276,census,target1,0.731200296386806,0.6276410981433306,0.6276410981433306,0.645183611469832,0.5404779347915705
277,census,target2,0.2271610704535496,0.2358741020908007,0.8905007183813428,0.1959561011834298,0.0
278,census,target3,0.1701935412462299,0.1771160952821109,0.8625102510536609,0.146380531693344,0.0
279,flight,target1,0.8474612287455745,0.8469148975126675,0.8469148975126675,0.8471797516017748,0.8466029430589481
280,flight,target2,0.7558638431892085,0.842080906313942,0.842080906313942,0.7829815501177506,0.8420468873319807
281,flight,target3,0.5032197901479912,0.5420816663077906,0.8478293438331223,0.5216337515843545,0.0
282,imdb,target1,0.5180230742874112,0.6359646954094906,0.7481394755361274,0.4382296900119131,0.5984291057160931
283,imdb,target2,0.1375926270351026,0.2382473395552752,0.8614436912918684,0.1103657424497207,0.0301117531608639
284,imdb,target3,0.7151712974403948,0.6593304271404238,0.6593304271404238,0.6423136980255825,0.5972756849528693
285,intention,target1,0.6882482562575042,0.724109893230934,0.724109893230934,0.7026290716271826,0.7079779738193123
286,intention,target2,0.5740053120532735,0.6533184117643838,0.6533184117643838,0.5024525544070287,0.6402291349904923
287,intention,target3,0.2622737378382669,0.4539193826970657,0.9512990456861964,0.2834308887516565,0.273229606366063
288,mushroom,target1,0.9949637148408076,0.9964403717943464,0.9964403717943464,0.9956871206229692,0.9964367919014396
289,mushroom,target2,0.6356963579947398,0.7297056343457659,0.8914627933926891,0.588278611748461,0.5586035808596153
290,mushroom,target3,0.6775231823189173,0.8439442903922583,0.9327260508044948,0.6963358828964382,0.8032508558022509
291,paris,target1,0.4367499999999999,0.5,0.5,0.4662383037360453,0.0
292,paris,target2,0.5043109621580945,0.5041787740071474,0.5041787740071474,0.5015064262276596,0.5000043336553535
293,paris,target3,0.5051787684397064,0.5052381931353073,0.5052381931353073,0.5022248700664852,0.4995208648524016
294,smoking,target1,0.709123952234321,0.7243074138792568,0.7243074138792568,0.6975821279027408,0.7189266954353094
295,smoking,target2,0.5388858147730857,0.5335364356719975,0.5335364356719975,0.5224413187775294,0.4928428469236878
296,smoking,target3,0.5359679526503485,0.532380064840883,0.532380064840883,0.5330474699180769,0.4426820483944382
297,telco,target1,0.6598777736432908,0.693079712502939,0.693079712502939,0.5865522280291113,0.6589656108672088
298,telco,target2,0.5849576881811773,0.5921416348382547,0.8270744325783352,0.5857281966107143,0.5624302946143678
299,telco,target3,0.371118947688637,0.3605294649893289,0.7921118809018989,0.280692000469081,0.057199110437155
300,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
301,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
302,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
303,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
304,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
305,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
306,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
307,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
308,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
309,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
310,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
311,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
312,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
313,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
314,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
315,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
316,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
317,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
318,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
319,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
320,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
321,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
322,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
323,paris,target3,0.5088224504058447,0.5088079216215986,0.5088079216215986,0.5080555484435267,0.5073850216173758
324,smoking,target1,0.5182404434078234,0.5000197335236785,0.5000197335236785,0.4404151065789657,0.0091758071345075
325,smoking,target2,0.7262766309245012,0.7413705761984157,0.7413705761984157,0.7279361279158717,0.7411612739704146
326,smoking,target3,0.5567082062422924,0.5285085455431128,0.5285085455431128,0.4805044514229649,0.3955866455109406
327,telco,target1,0.7397847832042406,0.7113918581855844,0.7113918581855844,0.7221958448859048,0.6879476744014429
328,telco,target2,0.6640189928055963,0.6589303078106835,0.857484931213256,0.6576861455502174,0.6078399603188472
329,telco,target3,0.4327495866368364,0.4378039928044474,0.8194721792558479,0.4273869404251339,0.3875492340204514
330,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
331,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
332,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
333,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
334,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
335,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
336,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
337,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
338,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
339,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
340,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
341,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
342,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
343,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
344,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
345,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
346,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
347,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
348,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
349,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
350,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
351,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
352,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
353,paris,target3,0.5088224504058447,0.5088079216215986,0.5088079216215986,0.5080555484435267,0.5073850216173758
354,smoking,target1,0.5182404434078234,0.5000197335236785,0.5000197335236785,0.4404151065789657,0.0091758071345075
355,smoking,target2,0.7262766309245012,0.7413705761984157,0.7413705761984157,0.7279361279158717,0.7411612739704146
356,smoking,target3,0.5567082062422924,0.5285085455431128,0.5285085455431128,0.4805044514229649,0.3955866455109406
357,telco,target1,0.7397847832042406,0.7113918581855844,0.7113918581855844,0.7221958448859048,0.6879476744014429
358,telco,target2,0.6640189928055963,0.6589303078106835,0.857484931213256,0.6576861455502174,0.6078399603188472
359,telco,target3,0.4327495866368364,0.4378039928044474,0.8194721792558479,0.4273869404251339,0.3875492340204514
360,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
361,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
362,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
363,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
364,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
365,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
366,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
367,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
368,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
369,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
370,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
371,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
372,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
373,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
374,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
375,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
376,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
377,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
378,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
379,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
380,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
381,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
382,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
383,paris,target3,0.5088224504058447,0.5088079216215986,0.5088079216215986,0.5080555484435267,0.5073850216173758
384,smoking,target1,0.5182404434078234,0.5000197335236785,0.5000197335236785,0.4404151065789657,0.0091758071345075
385,smoking,target2,0.7262766309245012,0.7413705761984157,0.7413705761984157,0.7279361279158717,0.7411612739704146
386,smoking,target3,0.5567082062422924,0.5285085455431128,0.5285085455431128,0.4805044514229649,0.3955866455109406
387,telco,target1,0.7397847832042406,0.7113918581855844,0.7113918581855844,0.7221958448859048,0.6879476744014429
388,telco,target2,0.6640189928055963,0.6589303078106835,0.857484931213256,0.6576861455502174,0.6078399603188472
389,telco,target3,0.4327495866368364,0.4378039928044474,0.8194721792558479,0.4273869404251339,0.3875492340204514
390,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
391,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
392,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
393,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
394,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
395,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
396,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
397,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
398,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
399,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
400,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
401,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
402,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
403,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
404,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
405,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
406,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
407,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
408,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
409,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
410,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
411,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
412,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
413,paris,target3,0.5088224504058447,0.5088079216215986,0.5088079216215986,0.5080555484435267,0.5073850216173758
414,smoking,target1,0.5182404434078234,0.5000197335236785,0.5000197335236785,0.4404151065789657,0.0091758071345075
415,smoking,target2,0.7262766309245012,0.7413705761984157,0.7413705761984157,0.7279361279158717,0.7411612739704146
416,smoking,target3,0.5567082062422924,0.5285085455431128,0.5285085455431128,0.4805044514229649,0.3955866455109406
417,telco,target1,0.7397847832042406,0.7113918581855844,0.7113918581855844,0.7221958448859048,0.6879476744014429
418,telco,target2,0.6640189928055963,0.6589303078106835,0.857484931213256,0.6576861455502174,0.6078399603188472
419,telco,target3,0.4327495866368364,0.4378039928044474,0.8194721792558479,0.4273869404251339,0.3875492340204514
420,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
421,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
422,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
423,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
424,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
425,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
426,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
427,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
428,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
429,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
430,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
431,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
432,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
433,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
434,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
435,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
436,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
437,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
438,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
439,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
440,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
441,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
442,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
443,paris,target3,0.5088224504058447,0.5088079216215986,0.5088079216215986,0.5080555484435267,0.5073850216173758
444,smoking,target1,0.5182404434078234,0.5000197335236785,0.5000197335236785,0.4404151065789657,0.0091758071345075
445,smoking,target2,0.7262766309245012,0.7413705761984157,0.7413705761984157,0.7279361279158717,0.7411612739704146
446,smoking,target3,0.5567082062422924,0.5285085455431128,0.5285085455431128,0.4805044514229649,0.3955866455109406
447,telco,target1,0.7397847832042406,0.7113918581855844,0.7113918581855844,0.7221958448859048,0.6879476744014429
448,telco,target2,0.6640189928055963,0.6589303078106835,0.857484931213256,0.6576861455502174,0.6078399603188472
449,telco,target3,0.4327495866368364,0.4378039928044474,0.8194721792558479,0.4273869404251339,0.3875492340204514
450,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
451,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
452,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
453,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
454,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
455,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
456,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
457,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
458,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
459,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
460,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
461,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
462,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
463,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
464,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
465,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
466,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
467,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
468,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
469,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
470,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
471,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
472,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
473,paris,target3,0.5088224504058447,0.5088079216215986,0.5088079216215986,0.5080555484435267,0.5073850216173758
474,smoking,target1,0.5182404434078234,0.5000197335236785,0.5000197335236785,0.4404151065789657,0.0091758071345075
475,smoking,target2,0.7262766309245012,0.7413705761984157,0.7413705761984157,0.7279361279158717,0.7411612739704146
476,smoking,target3,0.5567082062422924,0.5285085455431128,0.5285085455431128,0.4805044514229649,0.3955866455109406
477,telco,target1,0.7397847832042406,0.7113918581855844,0.7113918581855844,0.7221958448859048,0.6879476744014429
478,telco,target2,0.6640189928055963,0.6589303078106835,0.857484931213256,0.6576861455502174,0.6078399603188472
479,telco,target3,0.4327495866368364,0.4378039928044474,0.8194721792558479,0.4273869404251339,0.3875492340204514
480,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
481,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
482,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
483,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
484,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
485,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
486,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
487,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
488,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
489,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
490,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
491,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
492,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
493,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
494,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
495,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
496,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
497,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
498,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
499,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
500,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
501,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
502,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
503,paris,target3,0.5088224504058447,0.5088079216215986,0.5088079216215986,0.5080555484435267,0.5073850216173758
504,smoking,target1,0.5182404434078234,0.5000197335236785,0.5000197335236785,0.4404151065789657,0.0091758071345075
505,smoking,target2,0.7262766309245012,0.7413705761984157,0.7413705761984157,0.7279361279158717,0.7411612739704146
506,smoking,target3,0.5567082062422924,0.5285085455431128,0.5285085455431128,0.4805044514229649,0.3955866455109406
507,telco,target1,0.7397847832042406,0.7113918581855844,0.7113918581855844,0.7221958448859048,0.6879476744014429
508,telco,target2,0.6640189928055963,0.6589303078106835,0.857484931213256,0.6576861455502174,0.6078399603188472
509,telco,target3,0.4327495866368364,0.4378039928044474,0.8194721792558479,0.4273869404251339,0.3875492340204514
510,anuran,target1,0.7189660615300746,0.7342695296635264,0.968081294530889,0.7155294455244461,0.5848599139571198
511,anuran,target2,0.8063472167671352,0.8381315208919684,0.9883790710587296,0.8150176003658345,0.8131831250007092
512,anuran,target3,0.8626541815243052,0.8676366931411821,0.9933962384225192,0.8574846328374364,0.8475655889422773
513,bank,target1,0.7689182630581286,0.7255388328921331,0.7255388328921331,0.7437837057267511,0.6880850093627247
514,bank,target2,0.4345939106289292,0.4997365150234495,0.4997365150234495,0.4565058581231984,0.0189751749812505
515,bank,target3,0.5395558289589164,0.5329299190497967,0.5329299190497967,0.5197547887881894,0.4898848431187437
516,census,target1,0.7891761670223494,0.7447743984858568,0.7447743984858568,0.7621634106019859,0.7226012600472338
517,census,target2,0.3546557287690241,0.2315209960879351,0.8817753800214122,0.2422430763519238,0.0495688561408458
518,census,target3,0.4567885777168682,0.4809055634762049,0.9653071674352842,0.4463637156787364,0.375114800911708
519,flight,target1,0.8168575504978393,0.7637208937598702,0.7637208937598702,0.7858501087002865,0.740443059899901
520,flight,target2,0.8513920403480718,0.8500739209980986,0.8500739209980986,0.8506883852424927,0.8496637622354608
521,flight,target3,0.5184219544143757,0.5589099956498472,0.8625249637065833,0.5378999409409081,0.0
522,imdb,target1,0.6689526128105778,0.5476549516284023,0.7540161976177715,0.5615004121103426,0.1791329076120831
523,imdb,target2,0.7690498232673686,0.7257300207777704,0.7257300207777704,0.7380865881616276,0.7041335326012312
524,imdb,target3,0.3942800483720754,0.4317958253538297,0.9109070207323836,0.3870208338467761,0.0
525,intention,target1,0.8154916645286037,0.6508459500638659,0.6508459500638659,0.6897620045419501,0.5611916213663575
526,intention,target2,0.2676280790408953,0.2238665401757014,0.851895781046401,0.2307629095035663,0.0
527,intention,target3,0.6777664182571036,0.5102145227313888,0.5102145227313888,0.4858339466031683,0.1568794104139299
528,mushroom,target1,0.9994258382810092,0.9990759561273468,0.9990759561273468,0.9992501565668436,0.9990754217007436
529,mushroom,target2,0.7389398245480353,0.8581943368883606,0.9501320217697884,0.729431456951908,0.8229151410378946
530,mushroom,target3,0.5810926155021977,0.7038796505657052,0.8859370732454529,0.592301878640162,0.600003391754939
531,paris,target1,0.6564979697068939,0.5334410626676143,0.5334410626676143,0.5317334848228376,0.2756723975968227
532,paris,target2,0.5120545797833232,0.5119946373886055,0.5119946373886055,0.5105113585603089,0.5099158767656098
